"name","name_simbadable","raj2000","decj2000"
"SDSSp J132629.82-003831.5","2MASS J13262981-0038314",201.6242,-0.6421
"PSO J202.1635-03.7660","PSO J202.1635-03.7660",202.1642,-3.7661
"2MASS J13300232-0453202","2MASS J13300232-0453202",202.5096,-4.889
"SDSS J133148.92-011651.4","2MASS J13314894-0116500",202.9538,-1.2809
"2MASS J13322442-0441126","2MASSI J1332244-044112",203.1018,-4.687
"SDSS J133345.36-021600.2","2MASS J13334540-0215599",203.4391,-2.2667
"ULAS J133828.69-014245.4","ULAS J133828.69-014245.4",204.6194,-1.7118
"ULAS J133836.97-022910.7","SDSS J133837.01-022908.4",204.6543,-2.4854
"ULAS J133933.64-005621.1","ULAS J133933.64-005621.1",204.8901,-0.9395
"SDSS J134228.41-002705.7","2MASS J13422841-0027055",205.6183,-0.4515
"SDSS J134322.51-030100.2","2MASS J13432249-0301002",205.8438,-3.017
"ULAS J134322.94-010844.0","BRLT 216",205.8458,-1.1455
"SDSS J134338.74-022044.6","2MASS J13433872-0220446",205.911,-2.3455
"SDSS J134515.81-025514.4","2MASS J13451581-0255140",206.3159,-2.9206
"SDSSp J134646.45-003150.4","2MASS J13464634-0031501",206.6934,-0.5307
"2MASS J13480100-0304328","SIPS J1348-0304",207.0042,-3.0759
"CWISEP J135336.29-003756.6","CWISEP J135336.29-003756.6",208.4032,-0.6306
