"name","name_simbadable","raj2000","decj2000"
"SDSS J140412.19+133922.1","2MASS J14041220+1339222",211.0508,13.6561
"2MASS J14075361+1241099","ULAS2MASS J1407+1241",211.9734,12.6861
"SDSS J141011.14+132900.8","2MASS J14101119+1329008",212.5465,13.4836
"ULAS J141203.85+121609.9","2MASS J14120397+1216100",213.0165,12.2694
"ULAS J141623.94+134836.3","ULAS J141623.94+134836.3",214.0995,13.8099
"SDSS J141624.08+134826.7","2MASS J14162408+1348263",214.1003,13.8073
"ULAS J141710.01+131737.1","BRLT 237",214.292,13.2936
"ULAS J141756.22+133045.8","SDSS J141756.24+133045.5",214.4845,13.5126
"SDSS J141838.08+145522.4","2MASS J14183814+1455229",214.6589,14.923
"LHS 2919","LP  500-35",217.0173,13.937
"2MASS J14313097+1436539","2MASS J14313097+1436539",217.8788,14.615
"SDSS J143147.92+124329.0","2MASS J14314789+1243288",217.9496,12.7246
"ULAS J143256.93+122809.2","BRLT 247",218.238,12.4693
"SDSS J143317.78+101123.3B","NAME SDSS J143317.78+101122.8b",218.3241,10.1899
"SDSS J143553.25+112948.6","SDSS J143553.24+112948.5",218.9717,11.4967
"ULAS J143705.60+115930.1","BRLT 251",219.2735,11.9918
