"name","name_simbadable","raj2000","decj2000"
"LP 584-4","LP  584-4",0.5259,1.26
"WISEA J000538.83+020951.2","WISEA J000538.83+020951.2",1.4111,2.1651
"2MASS J00065552+0236376","2MASS J00065552+0236376",1.7315,2.6104
"ULAS J000734.90+011247.1","ULAS J000734.90+011247.1",1.8955,1.2128
"ULAS J000844.34+012729.4","ULAS J000844.34+012729.4",2.185,1.4592
"ULAS J001040.57+010013.1","ULAS J001040.57+010013.2",2.6688,1.0039
"HD 1160B","HD   1160B",3.9888,4.2511
"SDSS J001911.65+003017.8","2MASS J00191165+0030176",4.7986,0.5049
"SDSS J002138.86+002605.8","2MASS J00213884+0026058",5.4119,0.435
"ULAS J002422.94+002247.9","ULAS J002422.93+002247.9",6.0961,0.3807
"SDSS J002800.37+010252.0","SDSS J002800.38+010252.0",7.0015,1.0479
"2MASS J00320509+0219017","2MASS J00320509+0219017",8.0212,2.3172
