"name","name_simbadable","raj2000","decj2000"
"LSPM J1440+1339","LSPM J1440+1339",220.0955,13.6562
"ULAS J144458.87+105531.1","ULAS J144458.87+105531.1",221.245,10.9267
"ULAS J144555.24+125735.1","ULAS J144555.24+125735.1",221.4798,12.9599
"2MASSW J1448256+103159","2MASS J14482563+1031590",222.1068,10.5331
"WISE J144901.85+114710.9","SDSS J144901.97+114712.3",222.2583,11.7866
"ULAS2MASS J1452+1114","2MASS J14520183+1114590",223.0076,11.2498
"SDSS J145325.89+142041.8","2MASS J14532582+1420410",223.3577,14.3447
"CFBDSIR J145829+101343","NAME CFBDSIR 1458+1013A",224.6222,10.2294
"SDSS J150309.53+115323.1","2MASS J15030952+1153228",225.7897,11.8897
"SDSS J150411.63+102718.4","CFBDS J150411+102717",226.048,10.4554
"2MASSW J1506544+132106","2MASSW J1506544+132106",226.7264,13.3517
