"name","name_simbadable","raj2000","decj2000"
"ULAS J084036.72+075933.6","ULAS J084036.72+075933.6",130.1527,7.9933
"ULAS J084211.68+093611.9","ULAS J084211.68+093611.9",130.5485,9.6042
"ULAS J084849.71+071512.0","BRLT 78",132.2071,7.2541
"ULAS J085035.45+062152.7","BRLT 81",132.6478,6.3647
"SDSS J085214.41+094048.0","2MASS J08521442+0940480",133.0601,9.68
"PSO J133.8302+06.0160","2MASS J08551923+0600579",133.8301,6.0161
"ULAS J085715.96+091325.3","ULAS J085715.95+091325.3",134.3157,9.2246
"ULAS J085931.39+063600.6","BRLT 85",134.8807,6.6
"LP 546-37","LP  546-37",135.8374,5.6707
"ULAS J091544.13+053104.1","SDSS J091544.16+053104.5",138.9339,5.5179
"SIMP J09155650+0514212","2MASS J09155650+0514212",138.9854,5.2392
