"name","name_simbadable","raj2000","decj2000"
"ULAS J124804.56+075904.0","ULAS J124804.56+075904.0",192.0196,7.9851
"ULAS J124947.04+095019.8","SDSS J124947.11+095020.6",192.4465,9.8393
"SDSS J125331.83+065933.4","2MASS J12533184+0659335",193.3827,6.9926
"ULAS J130154.79+064747.9","ULAS J130154.79+064747.9",195.478,6.7966
"SDSS J130433.16+090706.9","2MASS J13043318+0907070",196.1383,9.1186
"2MASS J13082507+0725512","2MASS J13082507+0725512",197.1045,7.4309
"SDSS J130831.01+081852.3","2MASS J13083106+0818522",197.1295,8.3144
"SDSS J131002.89+055404.3","2MASS J13100288+0554042",197.512,5.9012
"ULAS J131508.42+082627.4","ULAS J131508.42+082627.4",198.7855,8.4414
"ULAS J131610.28+075553.0","ULAS J131610.28+075553.0",199.0419,7.9312
"GJ 504 B","* e Vir b",199.1938,9.4242
"ULAS J131705.66+091016.9","SDSS J131705.65+091016.9",199.2737,9.1717
