"name","name_simbadable","raj2000","decj2000"
"UGCS J053022.52-052447.4","UGCS J053022.52-052447.4",82.5933,-5.4131
"2MASS J05341594-0631397","2MASS J05341594-0631397",83.5665,-6.5277
"2MASS J05345805-0529405","2MASS J05345805-0529405",83.7419,-5.4946
"2MASS J05350136-0524132","[OW94] 014-413",83.7557,-5.4037
"2MASS J05350313-0525364","2MASS J05350313-0525364",83.7629,-5.4269
"2MASS J05350739-0525481","2MASS J05350739-0525481",83.7808,-5.43
"2MASS J05350957-0519426","2MASS J05350957-0519426",83.79,-5.3284
"2MASS J05351404-0525499","[OW94] 141-551",83.8085,-5.4306
"2MASS J05351624-0528337","2MASS J05351624-0528337",83.8176,-5.4759
"2MASS J05351676-0517167","2MASS J05351676-0517167",83.8198,-5.288
"2MASS J05352184-0546085","V* V2384 Ori",83.841,-5.769
"LP 658-106","LP  658-106",84.3472,-8.2684
"2MASS J05402325-0906326","2MASS J05402325-0906326",85.0969,-9.109
"WISE J054601.19-095947.5","2MASS J05460119-0959472",86.505,-9.9965
"PSO J089.1751-09.4513","PSO J089.1751-09.4513",89.1754,-9.4509
