"name","name_simbadable","raj2000","decj2000"
"SDSS J074007.30+200921.9","2MASS J07400712+2009216",115.0297,20.1559
"SDSS J074149.15+235127.5","2MASS J07414920+2351275",115.4549,23.8578
"SDSS J074201.41+205520.5","2MASS J07420130+2055198",115.505,20.9221
"ULAS J074502.79+233240.3","ULAS J074502.79+233240.3",116.2623,23.5453
"ULAS J074616.98+235532.2","ULAS J074616.98+235532.2",116.5714,23.9257
"2MASSI J0746425+200032","LSPM J0746+2000",116.6772,20.0089
"ULAS J074720.07+245516.3","ULAS J074720.07+245516.3",116.8341,24.9218
"SDSS J074912.70+200559.0","SDSS J074912.70+200559.0",117.3029,20.0997
"2MASSI J0755480+221218","2MASSI J0755480+221218",118.9496,22.2048
"SDSS J075656.54+231458.5","2MASS J07565631+2314577",119.2346,23.2493
"ULAS J075829.83+222526.7","ULAS J075829.83+222526.7",119.6245,22.4241
"SDSS J075910.45+242712.5","2MASS J07591043+2427136",119.7935,24.4537
