"name","name_simbadable","raj2000","decj2000"
"SDSS J004154.54+134135.5","2MASS J00415453+1341351",10.4773,13.6932
"SDSS J004221.15+145923.9","2MASS J00422118+1459236",10.5882,14.9899
"2MASS J00425923+1142104","2MASS J00425923+1142104",10.7468,11.7029
"ULAS J004355.61+141117.6","BRLT 14",10.9818,14.1883
"ULAS J004539.97+135032.7","SDSS J004539.96+135032.6",11.4166,13.8424
"2MASS J00501561+1012431","2MASS J00501561+1012431",12.5651,10.212
"ULAS J010531.78+142931.5","BRLT 20",16.3824,14.492
"SDSS J010718.70+132656.2","2MASS J01071863+1326565",16.8279,13.4489
"SDSS J010840.49+134739.3","2MASS J01084048+1347390",17.1687,13.7942
"WISEA J011157.18+121132.5","WISEA J011157.18+121132.5",17.9867,12.1925
"ULAS J011645.47+144335.3","BRLT 24",19.1892,14.7268
"SDSS J011816.78+141841.4","SDSS J011816.78+141841.4",19.57,14.3115
"2MASS J01194279+1122427","2MASS J01194279+1122427",19.9283,11.3786
