"name","name_simbadable","raj2000","decj2000"
"ULAS J232259.58+000541.5","BRLT 332",350.7482,0.0949
"ULAS J232600.40+020139.2","ULAS J232600.40+020139.2",351.5011,2.0273
"ULAS J232732.12+010252.7","BRLT 335",351.8838,1.0481
"HIP 115819B","2MASS J23274947+0450583",351.9561,4.8495
"ULAS J233104.12+042652.6","ULAS J233104.12+042652.6",352.768,4.4485
"WISEA J233333.46+025128.4","WISEA J233333.46+025128.4",353.3886,2.8573
"SDSS J233358.42+005012.1","2MASS J23335840+0050119",353.4934,0.8366
"ULAS J233359.39+004935.2","SDSS J233359.38+004935.1",353.4973,0.8264
"SDSS J233615.99+004253.4","2MASS J23361601+0042538",354.0667,0.7149
"SDSS J234406.88+011515.6","2MASS J23440686+0115158",356.0286,1.2543
"2MASS J23453903+0055137","2MASS J23453903+0055137",356.4126,0.9205
"ULAS J234827.94+005220.5","ULAS J234827.94+005220.5",357.1167,0.8724
"WISEA J235402.79+024014.1","WISEA J235402.79+024014.1",358.5103,2.6722
"ULAS J235715.98+013240.3","ULAS J235715.98+013240.3",359.3161,1.5445
"SDSS J235841.98+000622.0","2MASS J23584196+0006212",359.6749,0.106
