"name","name_simbadable","raj2000","decj2000"
"SDSS J092142.52+084202.7","2MASS J09214255+0842030",140.4273,8.7008
"SDSS J092300.89+052801.5","2MASS J09230087+0528013",140.7537,5.467
"WISEA J092453.76+072306.0","WISEA J092453.76+072306.0",141.2247,7.3862
"ULAS J092605.47+083517.0","ULAS J092605.47+083517.0",141.5234,8.5875
"ULAS J092624.76+071140.7","BRLT 98",141.6034,7.1953
"2MASS J09312823+0528223","LP  548-1",142.8676,5.4729
"SIMP J09363433+0528243","2MASS J09363433+0528243",144.1431,5.4733
"ULAS J093744.66+071903.3","BRLT 104",144.4361,7.3177
"CWISEP J093852.89+063440.6","CWISEP J093852.89+063440.6",144.7194,6.5801
"ULAS J093930.74+065309.8","2MASS J09393078+0653098",144.8783,6.8862
"ULAS J094136.50+094214.2","BRLT 108",145.4025,9.704
"ULAS J094331.49+085849.2","ULAS J094331.49+085849.2",145.8818,8.9802
"ULAS J094349.60+094203.4","ULAS J094349.60+094203.4",145.9566,9.7012
"PSO J146.0144+05.1319","2MASS J09440344+0507550",146.0144,5.132
"ULAS J094516.39+075545.6","SDSS J094516.17+075546.3",146.3185,7.9291
"SIMP J09465378+0922432","2MASS J09465378+0922432",146.7243,9.3787
"ULAS J094742.01+074232.3","BRLT 112",146.9251,7.709
"SIMP J09475068+0617139","2MASS J09475068+0617139",146.9612,6.2872
"ULAS J094759.19+074304.7","BRLT 113",146.9968,7.718
"ULAS J094806.06+064805.0","ULAS J094806.06+064805.0",147.0249,6.8006
"LHS 2195","LP  548-37",147.3426,8.1125
"ULAS J095126.87+075756.8","BRLT 114",147.8622,7.9662
"ULAS J095401.45+092213.7","BRLT 116",148.5059,9.371
"ULAS J095429.90+062309.6","ULAS J095429.91+062309.9",148.6259,6.3871
"ULAS J095606.72+082115.7","BRLT 117",149.028,8.3542
