"name","name_simbadable","raj2000","decj2000"
"WISEA J004403.39+022810.6","2MASS J00440332+0228112",11.0138,2.4698
"2MASS J00461551+0252004","2MASS J00461551+0252004",11.5646,2.8669
"WISEPC J004928.48+044100.1","2MASS J00492826+0440575",12.3678,4.6826
"2MASS J00521232+0012172","2MASS J00521232+0012172",13.0515,0.2049
"2MASS J00550564+0134365","2MASS J00550564+0134365",13.7736,1.5769
"WISEA J010134.83+033616.0","WISEA J010134.83+033616.0",15.3933,3.6061
"WISEA J010202.11+035541.4","SIMP J0102018+035540",15.5077,3.928
"ULAS J010557.68+034643.6","ULAS J010557.68+034643.6",16.4913,3.7781
"SDSSp J010752.33+004156.1","2MASS J01075242+0041563",16.968,0.6991
"SDSS J011014.30+010619.1","SDSS J011014.30+010619.1",17.5593,1.1053
"HIP 6217C","2MASS J01194467+0006181",19.9361,0.1051
