"name","name_simbadable","raj2000","decj2000"
"ULAS J032122.98+005105.2","ULAS J032122.98+005105.2",50.3458,0.8514
"SDSS J032553.17+042540.1","2MASS J03255322+0425406",51.4718,4.4279
"SDSSp J032817.38+003257.2","2MASS J03281738+0032572",52.0725,0.5492
"WISEA J032838.73+015517.7","WISEA J032838.73+015517.7",52.1609,1.9222
"ULAS J032920.22+043024.5","SDSS J032920.15+043024.3",52.3336,4.5067
"SDSSp J033017.77+000047.8","2MASS J03301774+0000477",52.574,0.0133
"ULAS J033036.84+042657.7","BRLT 64",52.6532,4.4495
"ULAS J033350.84+001406.1","ULAS J033350.84+001406.1",53.4614,0.2351
"SDSS J033456.32+010618.7","SDSS J033456.32+010618.6",53.7345,1.1052
"WISEA J033613.83+001011.0","WISEA J033613.83+001011.0",54.0557,0.1703
"ULAS J034150.21+042324.9","2MASS J03415025+0423251",55.4594,4.3903
"SDSS J034408.91+011124.9","2MASS J03440892+0111251",56.0372,1.1903
"WISEA J034409.71+013641.5","WISEA J034409.71+013641.5",56.0405,1.6123
"2MASS J03521086+0210479","2MASS J03521086+0210479",58.0453,2.18
"2MASS J03530419+0418193","2MASS J03530419+0418193",58.2674,4.3054
