"name","name_simbadable","raj2000","decj2000"
"ULAS J112029.65-004440.6","BRLT 138",170.1235,-0.7446
"WISE J112438.12-042149.7","2MASS J11243854-0421504",171.1602,-4.3638
"SDSS J113035.14-005225.7","2MASS J11303515-0052256",172.6465,-0.8739
"ULAS J113151.32-003620.8","BRLT 140",172.9638,-0.6059
"ULAS J113850.09-002451.3","BRLT 142",174.7086,-0.4141
"SDSS J113941.90-031004.2","2MASS J11394192-0310039",174.9246,-3.1678
"SDSS J114912.31-015300.6","SIPS J1149-0153",177.3013,-1.8835
"ULAS J114925.58-014343.2","ULAS J114925.58-014343.2",177.3574,-1.7274
"ULAS J115338.74-014724.1","ULAS J115338.74-014724.1",178.4129,-1.7891
"ULAS J115533.45-001329.8","ULAS J115533.45-001329.8",178.8895,-0.2236
"ULAS J115718.02-013923.9","ULAS J115718.02-013923.9",179.3248,-1.6559
