"name","name_simbadable","raj2000","decj2000"
"LSPM J0402+1730","LSPM J0402+1730",60.68,17.5038
"WISEA J040702.42+190945.8","WISEA J040702.42+190945.8",61.7597,19.1631
"2MASS J04070752+1546457","2MASS J04070752+1546457",61.7814,15.7793
"2MASS J04070885+1514565","2MASS J04070885+1514565",61.7866,15.2491
"WISEPA J041022.71+150248.5","WISE J041022.71+150248.4",62.5919,15.0532
"SIMP J04144834+1529007","SIMP J0414483+152900",63.7016,15.4836
"SIMP J04172478+1634364","Cl* Melotte   25   CFHT      19",64.3533,16.5768
"LP 415-20","LP  415-20",65.4566,19.4857
"2MASS J04221413+1530525","Cl* Melotte   25     LH     190",65.5589,15.5146
"CFHT-Hy-21","Cl* Melotte   25   CFHT      21",67.3449,15.5917
"WISEA J043642.75+190134.8","2MASS J04364267+1901351",69.1779,19.0264
"PSO J069.4987+19.6346","Gaia DR3 3410602846507601920",69.4987,19.6348
