"name","name_simbadable","raj2000","decj2000"
"SDSSp J104325.10+000148.2","2MASS J10432508+0001482",160.8546,0.03
"SDSS J104407.47+015742.0","2MASS J10440744+0157422",161.0312,1.9617
"SDSS J104409.43+042937.6","2MASS J10440942+0429376",161.0393,4.4938
"SDSS J104625.76+042441.0","SDSS J104625.76+042441.0",161.6073,4.4113
"SDSS J104842.84+011158.5","LSPM J1048+0111",162.1784,1.1995
"SDSS J104922.45+012559.2","2MASS J10492244+0125593",162.3435,1.4331
"SDSS J105012.49+005803.3","2MASS J10501247+0058032",162.552,0.9676
"ULAS J105131.80+025751.0","ULAS J105131.80+025751.0",162.8825,2.9646
"ULAS J105235.42+001632.7","ULAS J105235.42+001632.7",163.1478,0.2761
"ULAS J105334.64+015719.7","ULAS J105334.64+015719.7",163.395,1.9557
"ULAS J110242.39+012021.9","ULAS J110242.39+012021.9",165.6766,1.3394
"SDSS J110555.02+042145.3","2MASS J11055502+0421455",166.4793,4.3626
"LHS 2351","LP  551-63",166.5791,4.4757
"SDSSp J111010.01+011613.1","2MASS J11101001+0116130",167.5417,1.2702
"ULAS J111929.43+002133.1","BRLT 137",169.8726,0.3592
