"name","name_simbadable","raj2000","decj2000"
"ULAS J152502.10+083344.0","PSO J231.2588+08.5622",231.2587,8.5624
"ULAS J152526.25+095814.3","ULAS J152526.25+095814.3",231.3588,9.9703
"ULAS J152912.23+092228.5","ULAS J152912.23+092228.5",232.3015,9.3732
"ULAS J153108.89+060111.1","2MASS J15310888+0601112",232.787,6.0199
"ULAS J153128.47+073755.0","BRLT 295",232.8686,7.6319
"ULAS J153406.06+055643.9","ULAS J153406.06+055643.9",233.5253,5.9457
"ULAS J154319.80+080446.3","BRLT 301",235.8327,8.0794
"2MASS J15442544+0750572","2MASS J15442544+0750572",236.1061,7.8491
"ULAS J154427.34+081926.6","ULAS J154427.34+081926.6",236.1136,8.3228
"ULAS J154448.83+094256.9","BRLT 302",236.2037,9.7161
"SDSS J154502.87+061807.8","2MASS J15450291+0618077",236.2621,6.3022
"2MASS J15515237+0941148","2MASS J15515237+0941148",237.9682,9.6875
"SDSS J155215.38+065041.5","2MASS J15521538+0650415",238.0641,6.8448
"WISEA J155225.22+095155.5","WISEA J155225.22+095155.5",238.1058,9.8663
