"name","name_simbadable","raj2000","decj2000"
"ULAS J144220.94+084945.9","BRLT 254",220.5873,8.8293
"SDSS J144804.97+060802.3","2MASS J14480497+0608024",222.0206,6.1341
"SDSS J145037.69+082807.1","2MASS J14503768+0828070",222.657,8.4686
"CFBDS J145044.96+092108.7","CFBDS J145044+092108",222.6865,9.3517
"ULAS2MASS J1452+0931","2MASS J14520130+0931372",223.0056,9.5271
"ULAS J145243.59+065542.9","ULAS J145243.59+065542.9",223.1818,6.9288
"SDSS J145658.17+070104.7","2MASS J14565815+0701047",224.2424,7.018
"CFBDS J145847.93+061402.8","CFBDS J145847+061402",224.6998,6.2342
"ULAS J145935.25+085751.2","LSPM J1459+0857B",224.8973,8.9642
"ULAS J150135.33+082215.2","ULAS J150135.33+082215.2",225.3971,8.3709
"HIP 73786B","ULAS J150457.65+053800.8",226.2416,5.6346
"ULAS J150547.89+070316.6","ULAS J150547.89+070316.6",226.451,7.0535
"SDSS J151114.66+060742.9","SDSS J151114.65+060742.9",227.811,6.1287
"ULAS J151649.84+083607.1","BRLT 283",229.2081,8.6018
"WISE J151721.13+052929.3","ULAS J151721.12+052929.0",229.3383,5.4909
"CFBDS J151803.64+071645.9","CFBDS J151803+071645",229.5148,7.2792
"ULAS J151821.34+085517.5","BRLT 285",229.589,8.9217
