"name","name_simbadable","raj2000","decj2000"
"ULAS J120009.69+120821.4","BRLT 149",180.0403,12.1393
"ULAS J120621.03+101802.9","ULAS J120621.03+101802.9",181.5863,10.3002
"ULAS J120744.65+133902.7","ULAS J120744.65+133902.7",181.9365,13.6511
"ULAS J121226.80+101007.4","ULAS J121226.80+101007.4",183.1103,10.1706
"HIP 59933B","2MASS J12173646+1427119",184.402,14.4534
"ULAS J121816.52+134953.8","BRLT 165",184.5694,13.8317
"WISEA J121830.24+114012.9","WISEA J121830.24+114012.9",184.6258,11.6715
"ULAS J122111.67+122217.0","BRLT 168",185.2989,12.3715
"ULAS J123327.45+121952.2","ULAS J123327.45+121952.2",188.3643,12.3304
"LP 495-189","LP  495-189",188.822,13.3017
"ULAS J123845.96+124737.7","BRLT 182",189.6915,12.7936
"ULAS J123903.75+102518.6","ULAS J123903.75+102518.6",189.7657,10.4223
