"name","name_simbadable","raj2000","decj2000"
"SDSS J104319.44+071232.4","2MASS J10431944+0712326",160.8311,7.209
"SIMP J10441549+0620138","SIMP J1044154+062013",161.0646,6.3373
"SDSS J104829.21+091937.8","2MASS J10482926+0919373",162.122,9.3269
"LHS 2314","LP  551-13",162.2641,5.0397
"2MASS J10554733+0808427","LSPM J1055+0808",163.9473,8.1453
"Wolf 359","Wolf  359",164.1205,7.0147
"ULAS J105836.92+085429.1","BRLT 136",164.6538,8.9081
"PSO J167.1132+08.6331","2MASS J11082735+0838026",167.114,8.6341
"ULAS J111127.77+051855.5","ULAS J111127.77+051855.5",167.8651,5.3171
"2MASS J11191046+0552484","2MASS J11191046+0552484",169.7936,5.8801
