"name","name_simbadable","raj2000","decj2000"
"SDSS J221743.53+000253.8","SDSS J221743.53+000253.8",334.4313,0.0483
"HQT-9","UDXS J221903.10+002418.2",334.7629,0.4053
"TVLM 890-60235","TVLM 890-60235",335.7731,0.503
"WISEPC J222623.05+044003.9","WISEP J222623.05+044003.9",336.597,4.6688
"ULAS J222958.30+010217.2","BRLT 311",337.4926,1.0386
"ULAS J223347.82+002214.0","ULAS J223347.82+002214.0",338.4492,0.3703
"SIMP J22355244+0418563","2MASS J22355244+0418563",338.9685,4.3157
"ULAS J223636.89+011132.3","2MASS J22363693+0111324",339.1539,1.1924
"CFBDS J223856.30+034947.0","CFBDS J223856+034947",339.7348,3.8299
"ULAS J223955.76+003252.6","ULAS J223955.76+003252.6",339.9825,0.5471
