"name","name_simbadable","raj2000","decj2000"
"LP 264-45","LP  264-45",170.6782,37.9301
"2MASS J11240487+3808054","2MUCD 10984",171.0204,38.1348
"SDSS J112912.12+380612.2","SDSS J112912.12+380612.2",172.3003,38.1034
"SDSS J113135.64+382941.6","SDSS J113135.64+382941.6",172.8985,38.4949
"SDSS J113552.80+364022.8","2MASS J11355280+3640228",173.97,36.673
"SDSS J113657.62+392703.4","SDSS J113657.62+392703.4",174.2402,39.4509
"SDSS J113725.84+391752.9","SDSS J113725.84+391752.9",174.3577,39.2981
"SDSS J113910.15+353824.0","SDSS J113910.15+353824.0",174.7924,35.64
"SDSS J115306.12+371653.4","2MASS J11530603+3716535",178.2752,37.2816
"LSPM J1158+3953","LSPM J1158+3953",179.6394,39.8851
"SDSS J115948.00+383016.3","2MASS J11594804+3830165",179.9501,38.5045
