"name","name_simbadable","raj2000","decj2000"
"CFBDS J212243.69+042941.9","CFBDS J212243+042942",320.6822,4.495
"SDSS J212413.89+010000.3","CFBDS J212413+010002",321.0579,0.9999
"CFBDS J212702.19+002344.7","CFBDS J212702+002344",321.7591,0.3955
"2MASS J21392676+0220226","CFBDS J213926+022023",324.8615,2.3396
"CWISEP J213930.45+042721.6","CWISEP J213930.45+042721.6",324.8765,4.4578
"SDSS J214046.55+011259.7","2MASS J21404654+0112594",325.1941,1.2165
"ULAS J215700.47+005614.5","BRLT 305",329.2522,0.9375
"SDSS J215817.69+000300.3","SDSS J215817.69+000300.3",329.5736,0.05
"PSO J329.8288+03.0840","CFBDS J215918+030507",329.8283,3.0864
"ULAS J215920.00+003309.7","BRLT 306",329.8331,0.5526
