"name","name_simbadable","raj2000","decj2000"
"2MASS J04081032+0742494","2MASS J04081032+0742494",62.043,7.7137
"CWISE J041424.22+093223.5","CWISE J041424.22+093223.5",63.6004,9.5399
"SDSS J042230.66+072342.9","2MASS J04223057+0723448",65.6274,7.3958
"WISEA J042231.34+081012.7","2MASS J04223142+0810138",65.6308,8.1704
"2MASS J04234652+0843211","2MASS J04234652+0843211",65.9438,8.7225
"WISE J042417.94+072744.1","WISE J042417.94+072744.1",66.0737,7.4648
"2MASS J04241856+0637448","2MASS J04241856+0637448",66.0774,6.6293
"2MASS J04270723+0859027","2MASS J04270723+0859027",66.7802,8.9841
"CWISE J042731.38+074344.9","2MASS J04273126+0743453",66.8803,7.7294
"SIMP J04292691+0607368","SIMP J0429269+060736",67.3622,6.1269
"2MASS J04380349+0700551","2MASS J04380349+0700551",69.5146,7.0153
