"name","name_simbadable","raj2000","decj2000"
"SDSS J080004.17+462732.6","SDSS J080004.17+462732.6",120.0174,46.4591
"SDSS J080048.13+465825.5","2MASS J08004815+4658256",120.2006,46.9738
"2MASSW J0801405+462850","2MASSW J0801405+462850",120.4189,46.4803
"SDSS J080159.52+480628.6","2MASS J08015951+4806282",120.498,48.1079
"SDSS J080519.69+492504.8","SDSS J080519.69+492504.7",121.3322,49.4181
"SDSS J080531.84+481233.0","2MASS J08053189+4812330",121.3827,48.2092
"SDSS J081132.87+485532.9","SDSS J081132.87+485532.9",122.887,48.9258
"SDSS J081554.27+484018.9","SDSS J081554.27+484018.9",123.9762,48.6719
"SDSS J081556.74+452411.8","2MASS J08155674+4524119",123.9864,45.4033
"CWISE J081606.70+482822.9","WISE J081606.76+482822.8",124.0291,48.4729
"2MASSW J0820299+450031","2MASSW J0820299+450031",125.1249,45.0087
"SDSS J082401.74+461320.4","SDSS J082401.74+461320.4",126.0073,46.2222
"SDSS J082911.91+471355.7","SDSS J082911.91+471355.7",127.2995,47.2322
"SDSSp J083008.12+482847.4","2MASS J08300825+4828482",127.534,48.4799
"SDSS J083611.43+450319.5","2MASS J08361142+4503195",129.0476,45.0554
"SDSS J083621.98+494931.5","2MASS J08362199+4949312",129.0917,49.8255
