"name","name_simbadable","raj2000","decj2000"
"SDSSp J144001.82+002145.8","2MASS J14400180+0021457",220.0075,0.3626
"SDSS J144016.20+002638.9","2MASS J14401622+0026390",220.0675,0.4441
"ULAS J144151.55+043738.5","BRLT 253",220.4651,4.6288
"SDSSp J144600.60+002452.0","2MASS J14460061+0024519",221.5025,0.4144
"ULAS J145231.11+033944.0","BRLT 262",223.1296,3.6622
"WISEA J145408.03+005325.7","WISEA J145408.03+005325.7",223.5343,0.8903
"ULAS J145541.74+002224.3","BRLT 265",223.9238,0.3736
"ULAS J150531.70+010232.7","BRLT 270",226.382,1.0424
"ULAS J150927.83+034449.7","BRLT 274",227.366,3.7472
"SDSS J151603.03+025928.9","2MASS J15160303+0259292",229.0126,2.9914
"ULAS J151637.89+011050.1","ULAS J151637.89+011050.1",229.1581,1.1808
