"name","name_simbadable","raj2000","decj2000"
"SDSS J120252.65-022748.4","2MASS J12025263-0227483",180.7194,-2.4634
"ULAS J120323.74-015655.8","BRLT 153",180.8491,-1.9488
"ULAS J120444.67-015034.9","SDSS J120444.89-015036.3",181.1873,-1.8431
"SDSS J120637.41-014332.2","SDSS J120637.41-014332.2",181.6559,-1.7256
"2MASSI J1213033-043243","2MASS J12130336-0432437",183.2639,-4.5455
"2MASSI J1217110-031113","2MASS J12171110-0311131",184.2958,-3.1869
"2MASS J12172372-0237369","2MASS J12172372-0237369",184.3489,-2.6269
"ULAS J122343.35-013100.7","ULAS J122343.35-013100.7",185.9317,-1.5162
"SDSS J122524.00-021559.7","2MASS J12252397-0215599",186.3499,-2.2667
"2MASS J12270506-0447207","2MASS J12270506-0447207",186.771,-4.7891
"WISP 123242.42-003306.7","WISP J1232-0033",188.1766,-0.5535
