"name","name_simbadable","raj2000","decj2000"
"SDSS J080054.27+241316.8","2MASS J08005428+2413172",120.2262,24.2214
"ULAS J080918.41+212615.2","ULAS J080918.41+212615.2",122.3267,21.4363
"ULAS J081407.51+245200.9","ULAS J081407.51+245200.9",123.531,24.869
"SDSS J081814.38+245337.4","2MASS J08181438+2453387",124.5599,24.894
"2MASS J08185804+2333522","LSPM J0818+2333",124.7417,23.5643
"ULAS J081918.58+210310.4","SDSS J081918.57+210311.2",124.8276,21.0535
"2MASS J08234818+2428577","2MASS J08234818+2428577",125.9507,24.4827
"2MASSI J0825196+211552","2MASSI J0825196+211552",126.3317,21.2643
"SDSS J083027.24+220345.0","2MASS J08302724+2203456",127.6135,22.0626
"eta Cnc B","* eta Cnc B",128.1325,20.4502
"SDSS J083429.19+230855.0","2MASS J08342921+2308553",128.6217,23.1487
"SDSS J083545.33+222430.9","2MASS J08354537+2224310",128.939,22.4086
