"name","name_simbadable","raj2000","decj2000"
"ULAS J012855.07+063357.0","ULAS J012855.07+063357.0",22.2294,6.5658
"ULAS J013017.79+080453.9","ULAS J013017.79+080453.9",22.5746,8.0807
"ULAS J013243.81+055232.2","BRLT 30",23.1822,5.8755
"2MASS J01340281+0508125","2MASS J01340281+0508125",23.5118,5.1368
"ULAS J013619.79+071737.9","BRLT 31",24.0825,7.2938
"SIMP J013656.5+093347.3","SIMP J013656.5+093347.3",24.2357,9.5631
"PSO J024.4369+09.1360","2MASS J01374485+0908117",24.4372,9.1366
"2MASS J01423153+0523285","2MASS J01423153+0523285",25.6313,5.3914
"2MASS J01463192+0641153","LSPM J0146+0641",26.633,6.6877
"2MASS J01550354+0950003","2MASS J01550354+0950003",28.7648,9.8334
