"name","name_simbadable","raj2000","decj2000"
"SDSS J080322.77+123845.3","2MASS J08032279+1238458",120.8451,12.646
"2MASS J08105865+1420390","2MASSI J0810586+142039",122.7444,14.3441
"2MASS J08151407+1030117","2MASS J08151407+1030117",123.8087,10.5032
"SDSS J082030.12+103737.0","2MASS J08203013+1037372",125.1257,10.627
"WISEPA J082131.63+144319.3","2MASS J08213173+1443231",125.3821,14.7228
"SDSS J082422.21+105858.2","2MASS J08242224+1058580",126.0927,10.9828
"SDSS J082509.64+122434.3","SDSS J082509.64+122434.3",126.2901,12.4095
"2MASSW J0829066+145622","2MASSI J0829066+145622",127.2776,14.9395
"PSO J127.4696+10.5777","PSO J127.4696+10.5777",127.4697,10.5778
"2MASS J08315598+1025417","2MASS J08315598+1025417",127.9833,10.4283
"2MASS J08352366+1029318","2MASS J08352366+1029318",128.8486,10.4922
"SDSS J083629.70+100651.8","SDSS J083629.70+100651.8",129.1238,10.1145
"2MASS J08391608+1253543","2MASS J08391608+1253543",129.817,12.8984
