"name","name_simbadable","raj2000","decj2000"
"PSO J011.1793-03.7847","PSO J011.1793-03.7847",11.1786,-3.7851
"ULAS J005038.20-000336.6","BRLT 16",12.659,-0.0605
"SDSS J005349.11-011354.4","SDSS J005349.11-011354.5",13.4546,-1.2319
"SDSSp J005406.55-003101.8","2MASS J00540655-0031018",13.5274,-0.5173
"SDSS J005636.22-011131.9","SDSS J005636.22-011131.9",14.1511,-1.1921
"CFBDS J005910.90-011401.3","CFBDS J005910-011401",14.7936,-1.2338
"2MASS J01001471-0301494","2MASS J01001471-0301494",15.0613,-3.0304
"2MASSI J0104075-005328","2MASS J01040750-0053283",16.0315,-0.8913
"2MASS J01095117-0343264","LP  647-13",17.4633,-3.724
"ULAS J011151.89-010534.2","BRLT 21",17.9663,-1.0929
