"name","name_simbadable","raj2000","decj2000"
"SDSS J084149.77+005844.6","SDSS J084149.77+005844.6",130.4574,0.9791
"ULAS J084302.02+001246.9","BRLT 74",130.7587,0.2131
"SDSS J084610.73+030837.5","2MASS J08461073+0308374",131.5447,3.1437
"ULAS J084710.35+020413.3","BRLT 76",131.7932,2.0704
"ULAS J084743.93+035040.2","ULAS J084743.93+035040.2",131.9333,3.8449
"SDSS J084751.48+013811.0","2MASS J08475148+0138110",131.9645,1.6364
"ULAS J085139.03+005340.9","ULAS J085139.03+005340.9",132.9131,0.8959
"ULAS J085311.68+032147.7","BRLT 82",133.2987,3.3631
"ULAS J085342.94+000651.8","ULAS J085342.94+000651.8",133.4288,0.1143
"ULAS J085500.12+000204.1","SDSS J085500.12+000204.1",133.7505,0.0345
"ULAS J085559.77+003048.3","BRLT 84",133.9991,0.5135
"LP 606-35","LP  606-35",135.5288,0.5554
"SDSS J090347.55+011446.0","2MASS J09034756+0114462",135.9482,1.2461
"SDSS J090509.00+043819.9","2MASS J09050899+0438194",136.2875,4.6389
"2MASS J09153413+0422045","** RED   17A",138.8923,4.368
"ULAS J091740.85+004254.0","BRLT 92",139.4201,0.715
"ULAS J091804.71+043949.6","ULAS J091804.71+043949.6",139.5194,4.6633
