"name","name_simbadable","raj2000","decj2000"
"2MASS J01262109+1428057","2MASS J01262109+1428057",21.5879,14.4683
"SDSS J012743.51+135420.9","2MASS J01274352+1354210",21.9313,13.9058
"ULAS J013346.25+132822.4","LP  468-277",23.4427,13.4729
"2MASSW J0135358+120522","2MASSW J0135358+120522",23.8994,12.0894
"ULAS J014022.04+123756.9","ULAS J014022.04+123756.9",25.0918,12.6326
"ULAS J014103.30+131832.6","BRLT 33",25.2633,13.3104
"2MASS J01412651+1001339","2MASS J01412651+1001339",25.3605,10.0261
"ULAS J014811.69+140028.4","BRLT 35",27.0486,14.0077
"ULAS J014927.09+144108.2","ULAS J014927.10+144108.3",27.3629,14.6858
"ULAS J015024.37+135924.0","ULAS J015024.37+135924.0",27.6017,13.99
"ULAS J015034.33+142002.4","SDSS J015034.33+142002.3",27.6431,14.334
"SDSS J015141.69+124429.6","BRLT 38",27.924,12.7412
"ULAS J015144.10+134645.8","BRLT 39",27.9338,13.7793
"SDSS J015354.23+140452.9","2MASS J01535422+1404532",28.4759,14.0814
