"name","name_simbadable","raj2000","decj2000"
"WISE J004024.88+090054.8","2MASS J00402492+0900547",10.1039,9.0152
"ULAS J004030.42+091524.9","ULAS J004030.42+091524.9",10.1274,9.2569
"HD 3861B","ULAS J004110.68+092120.1",10.2944,9.3554
"2MASS J00435012+0928429","2MASS J00435012+0928429",10.9589,9.4786
"2MASS J00464841+0715177","2MASS J00464841+0715177",11.7017,7.2549
"PSO J012.7+007.0","2MASS J00505229+0702552",12.7179,7.0486
"ULAS J010036.01+062044.1","ULAS J010036.01+062044.1",15.15,6.3456
"ULAS J010324.69+092746.5","ULAS J010324.69+092746.5",15.8514,9.4635
"ULAS J010907.51+062559.0","2MASS J01090780+0625582",17.2805,6.4327
"ULAS J011438.94+085420.8","ULAS J011438.94+085420.8",18.6635,8.9059
