"name","name_simbadable","raj2000","decj2000"
"2MASSI J1600054+170832","2MASSI J1600054+170832",240.0228,17.1424
"SIMP J16055741+1931115","2MASS J16055741+1931115",241.4892,19.5199
"WISEPA J161441.45+173936.7","WISE J161441.46+173935.5",243.671,17.6613
"WISEPA J161705.75+180714.3","WISE J161705.74+180714.1",244.2736,18.1208
"SDSS J162321.84+153039.2","2MASS J16232185+1530393",245.8411,15.5109
"PSO J246.4222+15.4698","2MASS J16254152+1528140",246.4228,15.4704
"WISEA J162852.64+160421.0","WISEA J162852.64+160421.0",247.219,16.0755
"2MASSW J1632291+190441","2MASS J16322911+1904407",248.1216,19.0779
"SDSS J163425.24+193657.1","SDSS J163425.24+193657.1",248.6053,19.616
"WISEA J163932.75+184049.4","WISE J163932.74+184049.0",249.8879,18.6797
