"name","name_simbadable","raj2000","decj2000"
"2MASS J14032232+3007547","LSPM J1403+3007",210.8429,30.1318
"SDSS J140604.28+313115.6","2MASS J14060434+3131154",211.5181,31.521
"2MASS J14124574+3403074","2MASS J14124574+3403074",213.1906,34.0521
"2MASS J14193789+3333326","2MASS J14193789+3333326",214.9077,33.5591
"SDSS J142612.86+313039.4","2MASS J14261290+3130400",216.5538,31.5111
"LHS 2924","LP  271-25",217.1801,33.1776
"IRAC J142950.8+333011","SDSS J142950.85+333011.7",217.4619,33.5033
"WISEA J143211.17+324433.8","2MASS J14321127+3244338",218.0469,32.7427
"SDSS J143242.10+345142.7","2MASS J14324216+3451429",218.1757,34.8619
"SDSS J143945.86+304220.6","SDSS J143945.86+304220.5",219.9415,30.7058
