"name","name_simbadable","raj2000","decj2000"
"ULAS J120214.62+073113.8","SDSS J120214.61+073113.7",180.5609,7.5208
"ULAS J120257.05+090158.8","SDSS J120257.05+090158.8",180.7378,9.033
"ULAS J120315.34+095054.8","BRLT 152",180.8139,9.8486
"ULAS J120545.92+084206.8","BRLT 155",181.4415,8.702
"ULAS J120943.05+065333.0","BRLT 159",182.4292,6.8927
"ULAS J121355.51+053517.1","BRLT 164",183.4819,5.5878
"SIMP J12173549+0708334","2MASS J12173549+0708334",184.3978,7.1426
"WISEA J121914.75+081027.0","WISEA J121914.75+081027.0",184.8123,8.1752
"LP 495-25","LP  495-25",185.265,8.956
"ULAS J123012.52+071717.9","BRLT 176",187.5521,7.2885
"2MASS J12314753+0847331","ULAS J123146.99+084725.8",187.9482,8.7924
"ULAS J123153.60+091205.4","ULAS J123153.60+091205.4",187.9732,9.2017
"ULAS J123828.51+095351.3","ULAS J123828.51+095351.3",189.6196,9.8976
