"name","name_simbadable","raj2000","decj2000"
"SDSS J160054.34+095310.7","SDSS J160054.34+095310.7",240.2265,9.8863
"2MASS J16154245+0546400","2MASS J16154245+0546400",243.9269,5.7778
"PSO J244.1180+06.3598","PSO J244.1180+06.3598",244.1184,6.3598
"PSO J244.6801+08.7185","PSO J244.6801+08.7185",244.68,8.7186
"SIMP J16270845+0546304","SIMP J1627084+054630",246.785,5.7751
"SIMP J16275003+0836036","2MASS J16275003+0836036",246.9584,8.6011
"SIMP J16280690+0517027","SIMP J1628069+051702",247.0287,5.2841
"SDSS J163022.92+081822.0","2MASS J16302295+0818221",247.5957,8.3062
"2MASS J16304139+0938446","2MASS J16304139+0938446",247.6725,9.6457
"PSO J248.7+009.9","LSPM J1634+0958",248.7085,9.9698
